Title,Rating,ReviewText
Aelita: Queen of Mars,4,"This is the first Russian movie I've actually really liked.  It has such cool sets, costumes, and cinematography to go along with it's story!  The story is overall about Russian astronauts who are planning a trip to Mars after receiving a strange message from them.  Mars is also looking down on Earth, watching them, and the queen has fallen in love with the astronaut.  Then there are also some kinda dull scenes about the Russian people, which I don't think the movie needed, but they didn't distract too much.  If you're interested in early sci-fi movies please don't hesitate to see this one."
Aelita: Queen of Mars,2.5,"I fell asleep for a good half hour in the middle, so I don't really know what went on. Definite propaganda, though."
Aelita: Queen of Mars,5,"When I went to see this silent gem, I thought I knew what I was getting. The story is quite different from the more genre-faithful sci-fi novel by Alexey Tolstoy, and in any other context, the addition of an ""unnecessary"" relationship drama and dream framework would be a horrible travesty of the original. But in this case, the focus on ordinary life and intrigue in early ""New Economic Policy"" Moscow brings added value to a history enthusiast. The material poverty, pure misery, fanatical enthusiasm and novelty craze of the early 1920's is raw and touching. The costumes and sets in earthly Soviet Russia and futuristic Mars provide an appealing visual contrast. But the crowning glory was the live music accompaniment by Cleaning Women. More than just a melodic score, their unique sound defined the mood mingling industrial noises and vaguely oriental tunes in the minor key. All in all, this is a movie for connoisseurs - if your knowledge of the early years of the Soviet Union and Russian culture in general is limited, and if you don't have the opportunity to watch the film as it was intended, on the silver screen with live music and a lively audience, you may miss a lot of the fun."
Afghan Star,4.5,"Much more than ""American Idol in Afghanistan,"" Afghan Star captures a moment in Afghan history when music speaks directly to power, fraternity transcends ethnicity, and a woman's televised dancing is an act of defiance."
Afghan Star,5,"seperti yang dkatakan salah satu anak kecil di awal cerita, musik bukan melulu tentang keindahan suara saja, karena bagaimanapun dunia tanpa suara (dalam hal ini musik tentu saja) menjadi begitu mencekam. yang ada hanya kesunyan."
Afghan Star,0.5,"There is no reason that anyone who saw this would give it a good rating. It is absolute pandering garbage, not to mention being poorly done and resulting in the death of some of it's actors. The fact that critics have given this positive reviews should bring to question their credentials."
Afghan Star,4,"Afghan Star takes an original viewpoint in portraying the contrasts in culture. With her film, in fact, Havana Marking shows the various social and political implications that come with a TV format that on the Western side of the boarder is regarded as tasteless and commercialised which it has on a violence and poverty ridden society like Afghanistan. Insightful and intriguing all throughout, this documentary also works as a piece of upbeat entertainment."
Afghan Star,3.5,funny and sad in the same time
Afghan Star,5,"Excellent, informative, culturally eye-opening, moving and beautifully put together, this is what the documentary genre was created for."
Afghan Star,3.5,"Very interesting film. You are, at first saddened by the fact that these so-called tallent compentitions that are ruining the music industry across the globe has even reached Afghanistan but then lifted by the fact that it is some light relief for a troubled nation but then bought back down to earth with a bump when you see the reactions of some people/groups. I just hope that Simon Cowell isn't making any money out of this."
Afghan Star,3.5,"A very interesting documentary about reality TV (singing competition) in Afghanistan after the Taliban was removed from power.  Lots of them wanted to sing too.  And of course, win the coveted the title of being the Afghan star."
Afghan Star,4,"Far better than the original American or Pop Idol, Afghan Star depicts people erupting after having their collective expressions put under the boot of the Taliban. The idols are unique and terribly fun to watch."
Afghan Star,4,"An enlightening and sobering documentary on Afghanistan's very own ""American Idol."""
After the Thin Man,5,Perhaps even funnier than the first Thin Man film!
After the Thin Man,4.5,"The first ""Thin Man"" was great, but I like ""After the Thin Man"" even better. William Powell and Myrna Loy, as Nick and Nora Charles, are the archetype sophisticated couple. No one since has come close. Great casting of the supporting roles fills out the story exquisitely. Wow, could those old studios serve up wonderful acting for all kinds of characters! My favorite is Aunt Katherine, the battle ax to end all battles axes, played by Jessie Ralph; and Henry, the rickety old butler played by, would you believe, Tom Ricketts."
After the Thin Man,4,"The original ""The Thin Man"" movie was based on the title Dashiell Hammett detective novel, and it played itself more for its humorous aspects than as a serious mystery. The idea evidently worked, for this started a series of ""Thin Man"" movies which were not based on any Hammett stories, with the comic adventures of Nick and Nora doing detective work."
